,Correlation_With_Lag_2,Correlation_With_Lag_3,Correlation_With_Lag_5,polyFit_4Degree_First_Coef,polyFit_4Degree_Sec_Coef,polyFit_4Degree_Third_Coef,polyFit_4Degree_Fourth_Coef,polyFit_4Degree_Five_Coef,polyFit_2Degree_First_Coef,polyFit_2Degree_Sec_Coef,polyFit_2Degree_Third_Coef,polyFit_3Degree_First_Coef,polyFit_3Degree_Sec_Coef,polyFit_3Degree_Third_Coef,polyFit_3Degree_Fourth_Coef,polyFit_1Degree_First_Coef,polyFit_1Degree_Sec_Coef,velocity_for_roll_3,velocity_for_roll_4,velocity_for_roll_5,velocity_for_roll_6,max_Velocity_Time,PSD_First_Peak,PSD_Sec_Peak,PSD_Third_Peak,PSD_Fourth_Peak,PSD_Fifth_Peak,PSD_Sixth_Peak,PSD_seventh_Peak,PSD_eight_Peak,Avg_Time_To_Reach_Peak_Where_Meal_Was_Detec,Correlation_With_Lag_4,Correlation_With_Lag_6,Correlation_With_Lag_8,windowed_mean_1,windowed_mean_2,windowed_mean_3,windowed_mean_4,windowed_mean_5,windowed_var_1,windowed_var_2,windowed_var_3,windowed_var_4,windowed_var_5
20,0.872967017409009,0.7456760104134835,0.47539003709017763,3.022990417004577e-16,1.1140441952668003e-10,5.667692877407986e-11,-60.519149007315775,-89211009.55601797,0.0004105517291106701,6.994382461877241e-05,-223027634.40103194,3.3421318756850085e-10,8.211038243971515e-05,-60.5191501467468,-133816547.4377462,605.1923555987124,-446055377.70731753,2.933333333333333,2.5,2.16,1.9,15.0,22771984.0,415551.64976798603,415551.64976798603,9997.443556223074,9997.443556223074,9204.23708942886,9204.23708942886,6294.895158043464,737044.545,0.6075052247032151,0.36236773767217306,0.15325935071060967,121.1,138.0,166.9,189.7,176.5,42.09,336.6,451.8899999999999,61.01000000000001,538.25
21,-0.13206881899056183,-0.19809227803255355,0.013078882159152755,1.6701972194175734e-17,4.103403858682245e-12,-3.024307376441672e-06,-6.687209729112736,-1.7981575772052914e-09,3.024374394088896e-05,-22.290862625690146,2.8101439346091993e-08,2.051686645311811e-11,5.603929394979988e-11,-11.145390436026485,2.0072456675779995e-09,0.0001239183365335121,-8.1996193138828e-07,6.533333333333333,4.6,3.44,2.7333333333333334,15.0,7507600.0,16191.402812090593,16191.402812090593,15805.745063963774,15805.745063963774,10125.252371379624,10125.252371379624,10023.453531359768,737042.534,-0.12463867981834072,0.12282847468397508,0.15131454426265933,80.8,85.4,92.2,93.5,91.7,785.5600000000002,24.24,43.76,18.25,2.41
22,0.8980129732429702,0.787577414758079,0.5212927330977171,2.988607270112625e-16,1.1013657313012501e-10,5.782971095945347e-11,-59.82959223299205,-88193940.07726723,0.00040587664611824425,7.094801913731811e-05,-220484954.57716915,3.304096402539157e-10,8.117536780331643e-05,-59.82959206075066,-132290941.41916886,598.296773263015,-440970012.9221574,2.0,1.85,1.76,1.7,15.0,23746129.0,339592.4961532946,339592.4961532946,13486.328543080223,13486.328543080223,5201.109965780141,5201.109965780141,1316.598363521902,737041.614,0.6576770599861959,0.37932047785811857,0.07974549721325787,135.5,126.9,148.4,182.9,188.4,134.25,42.09,450.84,294.29,211.44
23,0.6953644578575735,0.5606168832932659,0.32691256318889217,3.1065555202226674e-16,7.6322069539229e-11,-5.625243930085258e-05,-124.38124158957923,2.141062045416533e-08,0.0005625252330564277,-414.60435614975614,1.2846372272499197e-07,3.8161017018085427e-10,6.83185779550254e-11,-207.30212360353025,-1.7128496363332263e-07,0.00015064732666075263,-1.5242519012986567e-05,6.4,4.55,3.44,2.6666666666666665,15.0,11095561.0,343815.0853591882,343815.0853591882,74272.0834112309,74272.0834112309,14056.68875008006,14056.68875008006,11781.000240750987,737026.535,0.4339063158977449,0.2543182994141288,0.1726379780640994,75.6,91.7,121.8,139.3,128.6,736.6399999999996,489.21,408.96,20.21,392.44
24,0.8818361264799445,0.853584588929825,0.7967035365590033,8.557838146639995e-16,2.102451936772898e-10,-0.00015495613950970534,-342.6204690907326,6.690818891926666e-08,0.0015495625824220813,-1142.068526015014,1.370279709066581e-06,1.0512257045083868e-09,9.809178483153617e-11,-571.0341890153312,-4.282124090833066e-08,0.00021704335210966533,-4.198787034760907e-05,7.666666666666667,5.65,4.48,3.7,15.0,23030401.0,679859.9697164188,679859.9697164188,60815.97595401668,60815.97595401668,49437.522029480155,49437.522029480155,28244.22845038459,737021.538,0.8261899443689953,0.7713115600577752,0.6784167520571971,104.4,124.7,156.6,192.2,201.3,1228.04,119.21,737.84,200.16000000000003,57.61000000000002
25,0.8986214048389228,0.7937622211541503,0.5111743463118235,1.7717363985261274e-16,6.529042002881777e-11,3.7980002894404006e-11,-35.46574894910942,-52278062.30814805,0.00024060220365831094,4.679134043450654e-05,-130695228.13818713,1.9587121148092547e-10,4.812046546448317e-05,-35.465749520999275,-78417115.23205416,354.65806472401204,-261390529.10741585,1.6,1.45,1.4,1.3333333333333333,15.0,10227204.0,148815.8444450572,148815.8444450572,7114.1349960728785,7114.1349960728785,538.3151153275558,538.3151153275558,489.8788036284831,737019.555,0.6641140329099555,0.3341564330750061,-0.06225155155720589,83.5,89.6,112.6,125.2,114.0,17.45,135.64,286.2399999999999,46.76000000000001,119.0
26,0.1197858527962168,0.09420302721793426,-0.1642444730484801,-1.4245084982770003e-16,-3.499631319713655e-11,2.579305754389724e-05,57.02989695728111,-1.4050719673045997e-08,-0.00025792985917748616,190.09948354783455,1.0705310227082665e-07,-1.749817313637193e-10,6.02416173528308e-11,95.04978491206745,-8.028982670311999e-08,0.00013310364955705336,6.989021142818583e-06,7.733333333333333,5.5,4.0,3.1,15.0,8661249.0,81120.02642595385,81120.02642595385,27507.918010521258,27507.918010521258,25102.672560060368,25102.672560060368,15886.473998758775,737016.558,-0.0730039304023357,-0.24237588550312,-0.3692566870607071,96.1,85.8,90.3,106.6,101.0,1425.4900000000002,39.36,122.01,84.23999999999998,231.0
27,0.028466798797960807,-0.07453897493200021,-0.10050124590276367,-4.052718670412939e-16,-9.956396765215792e-11,7.338042168414244e-05,162.2476628755095,-4.1483077129945326e-08,-0.0007338031897402657,540.8252924527607,-2.997486863583146e-07,-4.978200718032555e-10,8.593218893878311e-11,270.41270872691155,-1.980482392010293e-07,0.0001899097710098876,1.9883568306365203e-05,11.666666666666666,8.4,6.36,5.0,15.0,17631601.0,87604.05961968265,87604.05961968265,64275.07977556763,64275.07977556763,40221.99626727538,40221.99626727538,36958.51228966855,737013.53,-0.126102316057704,-0.016998537868583952,-0.08579012160372507,145.4,141.6,136.8,136.8,127.9,2551.04,80.24000000000002,32.75999999999999,32.959999999999994,116.29
28,0.8358720038145631,0.8133249060564592,0.7743853880390095,6.832228890745575e-16,1.6784823083506452e-10,-0.0001237062860025334,-273.5197172858168,1.9938640297941463e-07,0.0012370639113474682,-911.7326486835128,-8.564248181666131e-08,8.392409166606152e-10,8.752266079615848e-11,-455.8662598325899,1.9269558408748796e-07,0.00019384542496736718,-3.352022011327553e-05,7.266666666666667,5.4,4.28,3.466666666666667,15.0,18369796.0,344424.36778319173,344424.36778319173,45155.08550409471,45155.08550409471,33260.63220753163,33260.63220753163,26769.17701301569,737010.547,0.793009578910157,0.7690040605603092,0.6870001301753124,99.2,115.0,138.5,164.2,171.9,1105.96,38.4,445.45,94.55999999999996,17.29
29,0.44210406706936856,0.38712115113333034,0.07868104674618824,-3.363344269858522e-16,-8.262728117288005e-11,6.0897308389695965e-05,134.64577963391153,-6.155553380572532e-08,-0.0006089720824326441,448.8190409432025,-2.141062045416533e-07,-4.131366563913598e-10,8.696276730697996e-11,224.4095765680217,-2.0875354942811197e-07,0.00019244407908347583,1.650107136509644e-05,12.133333333333333,9.3,7.48,6.066666666666666,15.0,18105025.0,275745.6433600507,275745.6433600507,73319.5423467179,73319.5423467179,46712.21968168243,46712.21968168243,40069.34691501646,737008.526,0.24157898056271546,-0.09428106130231419,-0.3249529072045791,159.6,147.3,112.0,110.5,137.2,3059.0400000000013,741.01,476.8,239.45,246.76000000000005
30,0.5584087159270748,0.4668287644900462,0.1860631466734533,-1.9282379816700352e-16,-4.737088633672923e-11,3.4912839081909444e-05,77.19311261853778,1.4050719673045997e-08,-0.0003491276394892079,257.31018300434397,-2.141062045416533e-07,-2.368545924459936e-10,6.13941414876343e-11,128.6551395604574,-1.8734292897394662e-08,0.00013550271558622208,9.460169943426535e-06,6.066666666666666,4.45,3.68,3.2,15.0,8976016.0,136283.36336513888,136283.36336513888,23923.31561643328,23923.31561643328,9739.332004607506,9739.332004607506,9043.773863478846,737007.536,0.344595583431447,0.039324208199226614,-0.2587054353273187,90.7,115.9,113.2,97.8,87.9,1035.2099999999996,187.29,183.56,28.55999999999999,53.69
31,0.6697510763996781,0.5808152358146674,0.3444969831636578,9.125542504939438e-17,2.2418695563606107e-11,-1.6522636573632015e-05,-36.532005013808735,-1.5054342506835e-08,0.00016522726880748993,-121.77357889905588,7.493717158957865e-08,1.1209328204321348e-10,7.403204680379815e-11,-60.88673225726156,3.8806749573174656e-08,0.00016367992423136797,-4.479965941940245e-06,6.733333333333333,5.25,4.36,3.8666666666666667,15.0,13097161.0,86944.84691196185,86944.84691196185,45417.82863942033,45417.82863942033,14058.89870183855,14058.89870183855,11721.646087493406,737005.575,0.46553524167625393,0.15265522925769384,-0.1761001600133589,100.9,122.9,126.6,128.6,123.8,1250.0900000000004,31.889999999999993,12.239999999999998,10.24,61.55999999999999
32,0.9817464039645982,0.9622996735643525,0.913919363180483,4.677944732405521e-16,1.7238359363464233e-10,3.817287727017547e-11,-93.63478466882303,-138018737.27064812,0.0006352383055657605,4.6696399200311765e-05,-345046906.68173784,5.171507239799566e-10,0.00012704768749552636,-93.63478371684252,-207028124.87526655,936.348388354975,-690093879.3079814,1.8666666666666667,1.7,1.56,1.4333333333333333,15.0,10252804.0,356728.65317921684,356728.65317921684,38406.057327588554,38406.057327588554,38402.85224035423,38402.85224035423,8539.867217070252,0.0226736109,0.9388718163758134,0.8876065859247569,0.8174892578818483,76.8,76.5,87.1,113.1,139.9,3.16,3.45,220.69,301.49,198.69
33,0.09009981738279649,0.060965834246208085,0.08923978856358722,6.676574026688374e-16,1.640434128776313e-10,-0.00012091620894939836,-267.3819948260467,-8.965697315181732e-08,0.0012091631774885227,-891.2735800331756,-2.5692744544998393e-07,8.202168139342986e-10,9.121313855820795e-11,-445.6367239079228,-6.423186136249598e-08,0.0002015557816205786,-3.2774361952409446e-05,14.4,10.8,8.56,7.066666666666666,15.0,19864849.0,307582.78243347874,307582.78243347874,276178.51530602714,276178.51530602714,235519.33082071182,235519.33082071182,228930.12085344587,0.026944444,0.07402086596710912,0.05489158853152096,0.06232544103704691,103.5,140.7,155.7,135.7,165.2,1391.85,378.01,86.21000000000002,4997.01,6923.76
34,0.8817538404809733,0.7653307142284382,0.3699410084734762,-3.4125621868369e-17,-8.384599543801718e-12,6.180385432535161e-06,13.666579162163442,-5.185384641243166e-09,-6.180290473600687e-05,45.55499308402506,-2.676327556770666e-09,-4.192316963636032e-11,7.277572355848867e-11,22.77756438263468,-2.8770521235284662e-08,0.00016094636172538164,1.6746463627033534e-06,4.266666666666667,4.4,4.16,3.8,20.0,12666481.0,1309257.0477715156,1309257.0477715156,33660.7344213821,33660.7344213821,5934.972229354049,5934.972229354049,4303.745680105924,737088.452,0.5914295436959013,0.10967826142020765,-0.4120644036049189,74.2,143.0,179.6,148.1,96.4,1492.9599999999996,2104.0,163.23999999999995,993.89,775.64
